股票名,股票代码,所属行业,题材关键词,公司信息,主营构成,总市值,市盈率估值,市净率估值," 市销率估值",市现率估值,综合估值状态,最新一期 ROE,价格,估算合理价格,当前价格是否合理,合理价格与当时价的价格差,预约财报披露日期,历史波动率 (%),净利润增长率 (%),营收增长率 (%),最新负债率 (%),最新股息率 (%),净利润 3 年复合增长率 (%),营收 3 年复合增长率 (%),上市以来年化收益率 (%),年化波动率 (%),预测净利润同比增长 (%),预测营收同比增长 (%),机构评级,每股收益预测,上市时间
一心堂,002727.SZ,医药商业,医药流通行业;集中化多维度领先;立体化的店群经营;全渠道经营网络;久康一心;出资设立一心堂医药投资公司,"公司简介:
    一心堂药业集团股份有限公司创始人阮鸿献先生的事业起步于1981年,至今已经营药品及相关产业近40年。在阮鸿献先生的悉心经营下,公司现已成长为以零售药店连锁经营为核心产业,集药材加工与销售、中西成药批发为一体的大型医药上市公司(股票代码:002727)。截止2018年10月18日,鸿翔一心堂及其全资子公司共拥有直营连锁门店5507家,遍及云南、贵州、广西、四川、山西、重庆、天津、上海、海南、河南10个省、市、自治区,员工达32000人。2017年含税销售逾90亿元,拥有1800万会员,800多万微信粉丝,年服务上亿人次的顾客。在中国医药零售行业权威杂志《中国药店》发布的《2017-2018中国药店发展报告》中,一心堂位列中国药店直营连锁100强领先地位、价值榜100强第二位。在2018年海南西普会金奖颁奖盛典上,一心堂喜获“中国药品零售企业创新力冠军”“中国药品零售企业综合竞争力第1名”的金奖殊荣。
    一心堂,药真价实品种全。依托规模直营优势,一心堂每年通过大批量的采购带给消费者价格尽量低的药品。通过完善的五级质量管理体系,进入一心堂销售的药品都会受到全程质量监控与跟踪,确保药品质量可控。18年来,一心堂不断丰富商品种类,经营过的商品超过8万个,正常在库商品超过5万种,全力做到让消费者想买的药品,都可以在一心堂买到。
改善民众的健康状况是一心堂的使命所在,全面转型大健康药店以来,公司始终以健康类产品经营为核心,致力于为广大民众提供专业、全面的健康解决方案。在全面发展线下业务的同时,一心堂积极迎接互联网和移动互联网化,建设全渠道的销售网络、全渠道沟通网络和全渠道的服务网络。
    除了向社会源源不断地提供健康类产品和服务外,作为一家具有社会责任感的企业,一心堂从2002年起举办健康万里行活动,活动历经15年时光,累计行程超过60万公里,成为名副其实的健康新长征。在每届健康万里行活动中,一心堂都会投入200万元以上用于普及全民健康意识,截至目前,一心堂通过健康万里行活动已帮扶弱势会员上万人,累计帮扶弱势会员支付购药款达五百余万元,让许多弱势人群通过健康万里行的爱心帮扶在生病时得到及时治疗。
主营业务:
    医药零售连锁和医药批发业务,其中医药零售连锁是公司的核心业务。
所属概念:
    基金重仓,生物疫苗,股权激励,深成500,融资融券,中药,电商概念,医疗器械,深股通,互联医疗,富时罗素,标准普尔","按行业:
    零售收入: 92.81%
    批发收入: 5.18%
    其他(补充): 2.01%
按产品:
    中西成药: 69.82%
    医疗器械及计生、消毒用品: 10.74%
    中药: 8.86%
    其他: 10.58%
按地区:
    西南地区: 83.33%
    华南地区: 9.78%
    华北地区: 4.43%
    其他: 2.47%",254.93 亿,估值中等,估值中等,估值中等,估值中等,估值中等,15.81,42.76,--,--,--,2021-04-29,0.4509442120767646,30.805908634187,20.7765226618,38.0327532174,0.701590271282,23.1741275011,17.755235156,35.3857,7.7587,22.7562953182,19.3374924504,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:1.633409 预测市盈率:26.288982
2022 | 预测每股收益:1.995091 预测市盈率:21.523804
2023 | 预测每股收益:2.457333 预测市盈率:17.425647",2014-07-02
启明星辰,002439.SZ,计算机软件,信息网络安全行业;技术优势;认证优势;产品优势;信息安全行业龙头;UTM和安全服务成增长亮点;国内一流的技术团队;与天津网信办、滨海新区政府战略合作;拟斥资5000万元至1亿元回购公司股份以激励员工,"公司简介:
    启明星辰信息技术集团股份有限公司成立于1996年,由留美博士严望佳女士创建,是国内极具实力的、拥有完全自主知识产权的网络安全产品、可信安全管理平台、安全服务与解决方案的综合提供商。2010年启明星辰集团在深圳A股中小板上市(股票代码:002439)。目前,启明星辰已对网御星云、杭州合众、书生电子进行了全资收购,自此,集团成功实现了对网络安全、数据安全、应用业务安全等多领域的覆盖,形成了信息安全产业生态圈。集团总部位于北京市中关村软件园启明星辰大厦,在全国各省、市、自治区设立分、子公司及办事处三十多个。
主营业务:
    信息安全产品的研发、生产、销售与提供专业安全服务,为客户提供系列信息安全产品、安全管理平台和专业
安全服务,在政府、电信、金融、能源、军队、教育、军工等领域得到广泛运用,现已发展成为国内最具技术创新和产品开发实力的信息安全市场的领导厂商之一。
所属概念:
    军工,QFII重仓,深成500,云计算,融资融券,大数据,网络安全,国产软件,人工智能,车联网,深股通,军民融合,工业互联,富时罗素,标准普尔,VPN","按行业:
    信息网络安全: 99.49%
    其他(补充): 0.51%
按产品:
    安全产品: 69.51%
    安全运营与服务: 29.99%
    其他(补充): 0.51%
按地区:
    华北地区: 39.18%
    西北地区: 14.47%
    西南地区: 14.32%
    其他: 32.04%",298.00 亿,估值较低,估值中等,估值较低,估值较低,估值较低,14.91,31.92,--,--,--,2021-04-30,0.49177586437017073,16.822392977853,18.036919009,28.3040444106,0.15977443609,21.1765009241,16.9725235628,24.9457,7.3232,28.9160165068,28.5588484135,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:1.124227 预测市盈率:28.748781
2022 | 预测每股收益:1.420273 预测市盈率:22.754529
2023 | 预测每股收益:1.758125 预测市盈率:18.157193",2010-06-23
恒林股份,603661.SH,家具,家具制造业;行业地位和企业形象优势;客户资源和销售渠道优势;地理区位和产业集群优势;孙公司收购瑞士FFL100%股权;拟4800万美元投资越南制造基地;自愿锁定股份,"公司简介:
    恒林家居股份有限公司自成立以来一直致力于办公椅、沙发、按摩椅及配件的研发、生产与销售,股票简称:恒林股份,代码:603661。公司是国内领先的健康坐具开发商和目前国内的办公椅制造商及出口商之一。根据中华人民共和国海关总署全国海关信息中心及中国轻工工艺品进出口商会统计,2008年至2017年6月,恒林股份办公椅年出口额稳居同行业前列。
    公司凭借雄厚的技术实力和卓越的产品品质,通过了欧洲、美国和日本等国家和地区知名采购商的严格认证,与全球知名企业IKEA(宜家)、NITORI、Office Depot、Staples(史泰博)、SourceByNet、Home Retail、MGB(麦德龙)建立了长期稳定的合作关系。
主营业务:
    办公椅、沙发、按摩椅及配件的研发、生产与销售
所属概念:
    机构重仓,预盈预增,贬值受益,小米概念","按行业:
    制造业: 99.10%
    其他(补充): 0.90%
按产品:
    办公椅: 48.67%
    沙发: 18.86%
    办公环境解决方案: 17.03%
    其他: 15.45%
按地区:
    境外: 86.50%
    境内: 12.60%
    其他(补充): 0.90%",59.84 亿,估值较低,估值中等,估值较低,估值较低,估值较低,13.69,59.84,--,--,--,2021-04-30,0.43967441354262565,49.254401829283,63.3444655977,45.0426026403,0.467914438503,29.9009318273,35.7529378711,2.5202,7.6175,41.1468471953,17.9280931861,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:5.128333 预测市盈率:11.670291
2022 | 预测每股收益:6.361667 预测市盈率:9.405231
2023 | 预测每股收益:7.776667 预测市盈率:7.694814",2017-11-21
金域医学,603882.SH,医疗服务,卫生;坚持严苛的质量管理优势;广泛覆盖的市场服务网络优势;高端全面的技术平台及检验项目优势;自愿锁定股份;实验室产能扩充建设项目;营销物流网络扩建及信息化升级项目;首次公开发行2.1亿限售股将解禁,"公司简介:
    广州金域医学检验集团股份有限公司总部位于广州国际生物岛。金域医学的核心管理团队自90年代即积极探索医学检验外包服务在中国的运营模式,基于对于行业的深刻理解和积淀于2003年正式成立的广州金域医学检验,开创了国内第三方医学检验行业的先河。
主营业务:
    向各类医疗机构(包括医院、妇幼保健院、卫生院等)提供医学检验及病理诊断外包服务
所属概念:
    基金重仓,预盈预增,融资融券,医疗器械,基因测序,中证500,上证380,沪股通,MSCI中国,体外诊断,冷链物流,华为概念,富时罗素,标准普尔","按行业:
    第三方医学诊断服务: 95.46%
    其他(补充): 4.54%
按产品:
    医学诊断服务: 95.46%
    销售诊断产品: 1.89%
    健康体检业务: 0.41%
    其他: 2.23%
按地区:
    华南片区: 26.15%
    西南片区: 17.86%
    华北片区: 14.74%
    其他: 41.25%",649.55 亿,估值较低,估值较高,估值较高,估值中等,估值中等,13.23,140.41,9483.23697969433,true,9342.82697969433,2021-04-20,0.5273015140031332,1023.1241425338,128.8090353221,41.9370494759,0.234313795314,100.0732989745,29.5477407953,135.1304,10.4452,-4.3253016473,9.7164814864,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:3.114091 预测市盈率:44.970317
2022 | 预测每股收益:2.976818 预测市盈率:46.871054
2023 | 预测每股收益:3.425625 预测市盈率:40.918428",2017-09-08
报喜鸟,002154.SZ,服装家纺,服装行业;全渠道营销优势;智能生产优势;客户服务优势;设计优势;工艺装备优势;股股东一致行动人增持1.6021%股份,"公司简介:
    报喜鸟控股股份有限公司,前身为浙江报喜鸟服饰股份有限公司,组建于2001年,是一家以服装为主业,涉足投资领域的股份制企业。2007年,于深交所上市,2017年,更名为报喜鸟控股股份有限公司。目前,公司拥有1500多家实体销售网点及覆盖主流销售平台的线上营销网络,温州、上海、合肥三大生产基地,位列中国服装行业百强企业。
主营业务:
    西服、衬衫等男士系列服饰的生产和销售。
所属概念:
    创投,预盈预增,长江三角,融资融券,电商概念,证金持股,网红直播","按行业:
    纺织服装: 96.67%
    其他(补充): 3.33%
按产品:
    衬衫: 18.54%
    上衣: 17.32%
    西裤: 16.85%
    其他: 47.30%
按地区:
    内销: 100.00%",49.44 亿,估值较低,估值较低,估值较低,估值较低,估值较低,13.2,4.06,--,--,--,2021-04-29,0.4317131025591578,47.381266601139,4.2178970471,31.7958156719,2.463054187192,36.4997827556,17.6769704959,10.4624,11.1072,50.4126873498,3.2527016393,"3月内:
6月内:中性
1年内:中性","2020 | 预测每股收益:0.260000 预测市盈率:15.644001
2021 | 预测每股收益:0.310000 预测市盈率:13.078053
2022 | 预测每股收益:0.000000 预测市盈率:0.000000",2007-08-16
新华文轩,601811.SH,文娱用品,发行业;拥有强大的发行渠道网络;出版资源优势;获签10亿元教科书和字典采购合同,"公司简介:
    新华文轩出版传媒股份有限公司(以下简称“新华文轩”)于2005年由四川新华发行集团主发起成立,2007年5月在香港联交所主板上市,成为国内出版行业一家H股上市公司。2010年8月,新华文轩以市场化方式,整合四川出版集团下属15家出版单位,打通出版发行产业链。2016年8月,新华文轩成功回A,成为国内一家“A+H”出版传媒企业。
新华文轩以传承中华文明、引领产业发展为使命,聚焦出版传媒主业,在图书出版、报刊传媒、印制生产、物流配送、门店经营、电子商务、教育服务等领域谋篇布局,实施全产业链经营,积极发挥文化服务主力军、传播先进文化主阵地作用。
    新华文轩以“三精”出版为理念引领出版高质量发展,旗下10家图书及音像电子出版单位年出版图书及音像电子出版物6000余种, 13个报刊品牌每年推出大批精品报道,向人民群众奉献精品力作,不断推动文化发展与繁荣。新华文轩实施“多品牌建设、多团队运营、多模式发展”策略,依托全省200余家实体书店和覆盖全国30个省、市的专业商超书店,构建了纵贯省、市、县、社区的阅读服务网络体系;借助科技的力量推出文轩智慧书城、文轩云图智能书店等新业态,为读者提供便捷、舒适、智能和个性化的阅读服务。新华文轩以用心服务教育事业为己任,连续四十年兑现“课前到书、人手一册”的庄严承诺;以创新促发展,探索建立“教育服务+互联网”的经营发展模式和富有创新活力的经营机制,依托覆盖全川的落地销售网络优势,确立了在教学用书、教育信息化和教育装备三大领域的领先地位,助推我国教育事业的发展。新华文轩把握互联网发展机遇,推动电子商务、数字出版和出版供应链服务等新兴业态的发展,打造了文轩网、九月网及中国出版物协同交易平台等全国出版物电子商务领域的领先品牌,稳步向互联网经济转型。为支撑出版发行主业的高速发展,新华文轩着力提升出版供应链服务能力,搭建了完备的印刷物资供应、出版物生产平台,构建了以成都、天津、无锡为中心、辐射全国的物流配送网络,并稳步拓展第三方物流服务。
    在精耕出版发行主业的同时,新华文轩搭建了资本经营平台,积极推进文化艺术、音乐、体育等领域的探索,向多元化的文化产业集团不断迈进。新华文轩积极响应文化“走出去”战略,不断推动国际传播能力建设,每年输出图书版权数百种,设立多个海外机构,助力中国文化走向世界。在发展产业之余,新华文轩始终铭记着回馈社会大众、服务文化事业的责任,积极投身社会公益事业,为满足人们群众的美好文化生活而不懈努力。
    自成立以来,新华文轩销售收入及利润每年均稳步提升,2018年实现营业收入81.87亿元,利润9.27亿元,总资产规模达到132.88亿元。新华文轩敢于创新,锐意进取,其改革和发展一直走在全国前列,是中国出版发行业排头兵、四川文化产业巨头企业,先后被授予“中国出版政府奖·先进出版单位”“全国新闻出版系统先进集体”“全国文化体制改革工作先进单位”“国家文化出口重点企业”“数字出版转型示范单位”等荣誉称号。
    面向未来,新华文轩将以“聚焦出版传媒主业、依托互联网和资本市场转型发展”为战略指引,构筑一流内容资源开发体系、一流教育综合服务体系、一流文化消费服务集成体系,不断提升市场竞争力、产业发展力与文化影响力,向着具有国际影响力的综合性文化服务集团目标砥砺前行!
主营业务:
    出版业务、阅读服务业务和教育服务业务,销售的商品包括自有出版物和外采商品
所属概念:
    AH股,机构重仓,电商概念,上证380,沪股通,区块链,富时罗素,标准普尔,数字阅读","按行业:
    发行: 86.57%
    出版: 27.07%
    其他(补充): 1.50%
    其他: -15.14%
按产品:
    发行分部: 86.57%
    出版: 27.07%
    其他(补充): 1.50%
    其他: -15.14%
按地区:
    四川省内: 72.02%
    四川省外: 26.49%
    其他(补充): 1.50%",121.78 亿,估值较低,估值较低,估值较低,估值较低,估值较低,13.06,9.87,--,--,--,2021-04-30,0.43069503172849577,10.862670580528,1.8727692645,40.902546226,3.140830800405,10.9795021692,7.0357935519,10.0535,10.0076,18.0729594579,9.6129885566,"3月内:增持
6月内:增持
1年内:增持","2021 | 预测每股收益:1.210000 预测市盈率:6.596053
2022 | 预测每股收益:1.410000 预测市盈率:5.671693
2023 | 预测每股收益:1.620000 预测市盈率:4.934629",2016-08-08
金桥信息,603918.SH,计算机软件,多媒体信息系统行业;业内领先的技术优势;典型项目带动的品牌优势;持续增值的服务优势,"公司简介:
    上海金桥信息股份有限公司成立于1994年,其前身为上海金桥网络工程有限公司,2015年5月在上海证券交易所正式挂牌上市。金桥信息始终致力于各类多媒体信息系统及其行业解决方案及服务,始终坚持用科技创新打造自己的核心竞争力,引领国内多媒体会议系统行业的技术发展,经过二十余年的发展累计,公司已形成完整的业务体系。在多媒体会议系统、应急指挥中心系统、科技法庭等领域均处于国内领先水平,业务覆盖全国大部分省市,获得了国家级及省市级的专业认可,并与多家国际一流企业建立了长期战略合作关系,成为多家国际顶尖品牌的中国区代理和授权维修中心,确保了项目的先进性、可靠性、实用性,并取得了良好的社会经济效益和品牌信誉。
主营业务:
    提供各类多媒体信息系统行业应用解决方案及服务
所属概念:
    华为概念,智慧政务,蚂蚁概念","按行业:
    大型企业及其他: 43.16%
    智慧法治: 30.51%
    智慧政务: 15.55%
    智慧教育: 10.78%
按产品:
    智慧场景解决方案: 58.59%
    智慧建筑解决方案: 26.12%
    大数据及云平台服务: 15.13%
    其他: 0.16%
按地区:
    华东: 66.44%
    中南: 14.87%
    华北: 9.78%
    西南: 8.91%",30.00 亿,估值较低,估值较低,估值较低,估值较低,估值较低,12.98,10.65,--,--,--,2021-04-30,0.5630783607434295,38.905134903456,6.3095919094,47.6085319252,1.483568075117,36.469868905,14.288014063,20.819,10.4451,0,0,,,2015-05-28
威海广泰,002111.SZ,专用设备,技术优势;空港设备龙头;产品品种优势;消防报警设备;与中国航空研究院开展战略合作;再中标有关北京大兴机场设备项目;中标5300万北京首都国际机场采购项目;消防车中标某军品采购;中标军品无人机某型靶机及部分配套设备,"公司简介:
    威海广泰空港设备股份有限公司(简称“威海广泰”,证券代码002111)由李光太先生公司介绍.jpg创办于1991年,位于山东省威海市,是一家集空港地面设备、消防装备、消防报警设备、军工产业、特种车辆、无人飞行器等产业于一体的多元化上市集团,是消防装备、消防报警设备、工业级智能无人飞行器研发、制造与服务的专业公司。威海广泰于2007年1月在深圳证券交易所上市,公司现已通过质量体系认证、环境体系认证等,是国家创新型企业、国家技术创新示范企业、商务部认定对外援助物资项目总承包企业,拥有“国家认定企业技术中心”、“国家空港地面设备工程技术研究中心”及“国家地方联合工程实验室”,设立博士后科研工作站。截止目前,公司已获得577项技术专利,其中75项发明专利、2项美国专利、1项欧洲专利,拥有国家级重点新产品16项,取得国家和省部级科技进步奖43个。
主营业务:
    各类航空地面设备的研究、开发和生产。
所属概念:
    军工,机构重仓,水利建设,通用航空,医疗器械,无人机,军民融合","按行业:
    航空产业: 52.76%
    消防产业: 42.54%
    其他行业: 4.70%
按产品:
    空港地面设备: 50.49%
    消防车及装备: 37.33%
    消防报警设备: 5.21%
    其他: 6.97%
按地区:
    军队: 33.81%
    机场: 21.49%
    消防部队: 18.21%
    其他: 26.49%",72.89 亿,估值较低,估值较低,估值较低,估值中等,估值较低,12.49,19.09,--,--,--,2021-04-30,0.4566202551920737,15.423679090743,16.2083734074,42.4999918879,2.095337873232,50.0793530682,18.0099139903,15.7419,11.9856,39.2157600277,34.9079845686,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:1.400000 预测市盈率:13.675585
2022 | 预测每股收益:1.770000 预测市盈率:10.782673
2023 | 预测每股收益:2.270000 预测市盈率:8.407252",2007-01-26
煌上煌,002695.SZ,食品,酱卤肉制品业;品牌优势;产业化优势;产品工艺研发优势;生产布局贴近市场网络优势,"公司简介:
    江西煌上煌集团食品股份有限公司始创于1993年,由“南昌市皇上皇烤禽社”、“南昌市煌上煌烤禽总社”、“江西煌上煌烤卤有限公司”、“江西煌上煌集团食品有限公司”沿革发展而来。公司是一家以畜禽肉制品加工为主的食品加工企业,2012年9月5日成功在深交所挂牌上市,成为酱卤肉制品行业一股,企业从“小产品”做到了“大品牌”,迈入了快速发展的轨道。公司座落在小蓝经济开发区,拥有大型中式酱卤食品加工工业园和现代化的肉鸭屠宰加工厂区。公司信守“遵守国家法律、恪守行业道德、规范经营行为、执行国家标准、强化流程监控、保证质量安全”的质量管理理念,先后通过ISO9001:2008GB/T19001-2008质量管理体系认证和GB/T22000-2006/ISO22000:2005食品安全管理体系认证。
主营业务:
    酱卤肉制品及佐餐凉菜快捷消费食品的开发、生产和销售。
所属概念:
    融资融券,深股通,富时罗素,地摊经济,拼多多概念,社区团购","按行业:
    食品加工: 97.55%
    其他(补充): 2.45%
按产品:
    鲜货产品: 75.36%
    米制品业务: 17.83%
    包装产品: 3.13%
    其他: 3.68%
按地区:
    国内地区: 100.00%",97.12 亿,估值中等,估值中等,估值中等,估值较高,估值中等,12.48,18.94,--,--,--,2021-04-30,0.4856734182675335,28.037566162981,15.0909828581,18.3369649341,0.686378035903,26.0463811327,18.1349333052,12.2781,7.2126,21.2373439165,22.1748676592,"3月内:增持
6月内:增持
1年内:增持","2021 | 预测每股收益:0.669286 预测市盈率:28.389962
2022 | 预测每股收益:0.827857 预测市盈率:22.835919
2023 | 预测每股收益:1.011429 预测市盈率:18.776722",2012-09-05
海得控制,002184.SZ,输变电设备,工业自动化控制;产品优势;技术优势;协同优势;智能制造研发,"公司简介:
    上海海得控制系统股份有限公司是国内工业信息化和自动化领域领先的并拥有自主核心技术的产品制造商和系统集成服务商;是上海市高新技术、“科技小巨人”、民营科技百强企业。是《电气时代》中国电气工业百强、自控及仪表行业20强企业;荣获“中国电气工业创新力10强”、“中国电气工业成长力10强”等称号;公司技术中心被市政府认定为“上海市企业技术中心”;“海得”商标荣获上海市著名商标称号。经过二十多年的发展,海得控制已经成长为名列前茅的国内工业自动化上市公司。
    海得控制遵循“协同聚焦”的发展战略,依托公司日趋完善的大功率电力电子、工业自动化与信息化研发平台,致力于风电新能源、装备智能化、工业信息网络、节能降耗等领域相关产品及技术的持续研发,通过不断打造工业智能化产品和提升系统解决方案能力,持续提高大功率电力电子产品的技术先进性,为广大工业用户提供拥有自主知识产权的工业信息化与智能化的控制产品、以自主技术为核心的集成技术服务、以行业应用解决方案为特征的系统工程业务和提供一站式电气自动化及信息化产品的综合配套服务。
主营业务:
    工业自动化领域的系统集成业务和产品分销业务。
所属概念:
    创投,智能电网,太阳能,长江三角,风能,智能机器,2025规划,人工智能,工业4.0,工业互联,边缘计算,数据中心","按行业:
    智能制造: 86.49%
    新能源: 13.51%
按产品:
    工业电气自动化业务: 58.39%
    工业信息化业务: 28.10%
    新能源业务: 13.51%
按地区:
    国内销售: 100.00%",39.81 亿,估值较低,估值中等,估值中等,估值中等,估值较低,12.43,16.63,--,--,--,2021-04-30,0.5528569586724852,142.207562315949,10.0622290471,46.2239817997,0.601322910403,106.0030007171,3.3755050877,8.1606,8.5331,14.9472485319,24.1649549601,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:0.610000 预测市盈率:27.267898
2022 | 预测每股收益:0.810000 预测市盈率:20.415964
2023 | 预测每股收益:0.000000 预测市盈率:0.000000",2007-11-16
正泰电器,601877.SH,输变电设备,低压电器行业;渠道优势;创新技术优势;品牌优势;子公司拟7亿元收购17个光伏项目公司;多名高管增持,"公司简介:
    浙江正泰电器股份有限公司,简称正泰电器(601877.SH),是全球知名的一站式低压电器产品与系统解决方案供应商。浙江正泰电器股份有限公司成立于1997年8月,是正泰集团核心控股公司。公司专业从事配电电器、控制电器、终端电器、电源电器和电力电子等100多个系列、10000多种规格的低压电器产品的研发、生产和销售,为建筑、电力、起重、暖通和通信等行业提供日臻完善的系统解决方案。创建30多年来,正泰电器已为140多个国家和地区提供了可靠的产品与服务。
    正泰电器于2010年1月21日在上海证券交易所成功上市,2016年,公司收购正泰新能源开发有限公司100%的股权,注入光伏发电资产及业务。自上市以来,公司充分发挥稳固的行业标杆地位、强大的技术创新能力、卓越的品牌优势及自身完整的产业链等优势,逐步实现低压电气系统解决方案供应商的转型,同时把握新能源发展契机和电改机遇,实现向全球领先的智慧能源解决方案供应商的跨越式发展。
    2017年,正泰电器在财富中国500强企业榜单中位列第301位,在中国民营企业500强榜单中位列第85位,获得过“全国产品和服务质量诚信示范企业”、“最佳分布式投资商金奖”、“最佳分布式光伏EPC金奖”、“全国质量管理奖”,“国家住宅产业化基地“等奖项,公司还被授予“全国重合同守信用企业”“全国就业和社会保障先进民营企业”“全国模范劳动关系和谐企业”“海关AEO高级认证企业”“中华慈善奖”和“全国先进基层党组织”“全国五一劳动奖状”等荣誉称号。
主营业务:
    公司主要从事配电电器、终端电器、控制电器、电源电器等低压电器及电子电器、仪器仪表、建筑电器和自动化控制系统等产品的研发、生产和销售;太阳能电池、组件的生产及销售、EPC工程总包,电站开发、建设、运营以及运维等
所属概念:
    HS300_,智能电网,太阳能,长江三角,融资融券,上证180_,石墨烯,特斯拉,沪股通,MSCI中国,富时罗素,标准普尔","按行业:
暂无数据
按产品:
    低压分部: 56.01%
    太阳能分部: 43.42%
    其他(补充): 2.38%
    分部间抵销: -1.81%
按地区:
暂无数据",715.94 亿,估值中等,估值较低,估值中等,估值中等,估值较低,12.05,33.3,--,--,--,2021-04-29,0.3476477568046653,6.418066431469,3.4253856942,59.2289638088,1.501501501502,19.8570476328,14.4450376492,8.8408,4.3806,24.1715014823,12.2780808881,"3月内:增持
6月内:买入
1年内:买入","2020 | 预测每股收益:2.172000 预测市盈率:15.327109
2021 | 预测每股收益:2.341385 预测市盈率:14.218240
2022 | 预测每股收益:2.727385 预测市盈率:12.199016",2010-01-21
永创智能,603901.SH,专用设备,包装设备行业;研发设计优势;市场优势;品牌优势;产品系列化、成套化和定制化优势;行业经验及客户优势;拟收购食品包装机械公司80%股份;拟公开发行可转债建设包装设备项目,"公司简介:
    杭州永创智能设备股份有限公司坐落于浙江省杭州西湖科技园区,公司自设立以来一直专注于从事包装设备及配套包装材料的研发设计、生产制造、 安装调试与技术服务,以技术为依托为客户提供包装设备解决方案。是国家高新技术企业,国家火炬计划重点高新技术企业;是全国包装机械标准化技术委员会成型装填封口集合机械分技术委员会秘书处单位;是浙江省专利示范企业、浙江省标准创新型企业、浙江省绿色企业;公司产品获得浙江省著名商标,在国内包装机械市场上占有率高。
主营业务:
    包装设备及配套包装材料的研发设计、生产制造、安装调试与技
术服务
所属概念:
    转债标的,QFII重仓,股权激励,预盈预增,智能机器,工业4.0","按行业:
    包装行业: 99.06%
    其他(补充): 0.94%
按产品:
    标准单机设备: 40.18%
    智能包装生产线: 35.88%
    其他设备及配件: 12.98%
    其他: 10.95%
按地区:
    国内: 86.09%
    国外: 12.98%
    其他(补充): 0.94%",57.65 亿,估值较低,估值中等,估值中等,估值较低,估值较低,11.39,13.12,--,--,--,2021-04-29,0.5402317101953166,73.1261244898,7.9567484701,58.5878824799,0.533511324904,37.3520873125,13.6351592955,23.7066,8.4771,-4.5209597551,5.8191766637,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:0.534000 预测市盈率:24.629628
2022 | 预测每股收益:0.750000 预测市盈率:17.579341
2023 | 预测每股收益:0.000000 预测市盈率:0.000000",2015-05-29
保税科技,600794.SH,物流,仓储行业;规模优势;区位优势;码头优势;拟出售江苏化工品交易中心40%股权,"公司简介:
    张家港保税科技(集团)股份有限公司是在上海证券交易所挂牌交易的A股上市公司,证券代码为600794,简称“保税科技”,注册、办公地址江苏省张家港保税区石化交易大厦27-28层。公司的前身为云南大理造纸股份有限公司,于1997年3月上市,当时的主营业务是机制纸制造、纸制品加工等。张家港保税区于1999年6月对该公司实施收购,成为“大理造纸”的一大股东,随之更名为云南新概念保税科技股份有限公司,实现了张家港市上市公司零的突破,成为张家港市上市公司。公司在2001年成功配股后,逐渐地将主营业务调整为港口、码头、物流业,2009年7月将公司注册地迁回至江苏省张家港保税区,公司名称变更为张家港保税科技股份有限公司。经过几年的努力,保税科技现已发展成为拥有多家子公司的集团型企业,行业涵盖化工仓储、贸易及物流运输业,其中子公司张家港保税区长江国际港务有限公司拥有109万立方的库容(含在建),拥有30,000吨级、50,000吨级散装液体石化产品专用码头各1座,500吨级内河十字港疏运码头2座。经营范围:生物高新技术应用、开发;高新技术及电子商务、网络应用开发;港口码头、保税物流项目的投资;其他实业投资。
主营业务:
    涵盖液体化工、固体干散货仓储综合服务,为液体化工产品的生产厂商和贸易商等提供智慧物流服务和供应链金融解决方案,适量参与化工品贸易和相关代理业务。
所属概念:
    长江三角,电商概念,举牌,IPO受益","按行业:
    化工品贸易: 72.06%
    码头仓储(液化): 22.37%
    仓储(固体): 2.24%
    其他: 3.32%
按产品:
    化工品贸易: 72.06%
    码头仓储(液化): 22.37%
    仓储(固体): 2.24%
    其他: 3.32%
按地区:
    中国境内: 99.47%
    其他(补充): 0.53%",41.33 亿,估值较低,估值较低,估值较低,估值较低,估值较低,10.34,3.41,--,--,--,2021-04-30,0.4617429626594358,35.048947230302,9.983313272,27.1413228989,0.439882697947,43.2426851402,25.3331552198,12.0619,9.7506,40.107742172,44.6460588654,"3月内:买入
6月内:买入
1年内:增持","2021 | 预测每股收益:0.250000 预测市盈率:13.870600
2022 | 预测每股收益:0.270000 预测市盈率:12.797024
2023 | 预测每股收益:0.290000 预测市盈率:11.911928",1997-03-06
