股票名,股票代码,所属行业,题材关键词,公司信息,主营构成,总市值,市盈率估值,市净率估值," 市销率估值",市现率估值,综合估值状态,最新一期 ROE,价格,估算合理价格,当前价格是否合理,合理价格与当时价的价格差,预约财报披露日期,历史波动率,净利润增长率 (%),营收增长率 (%),最新负债率 (%),最新股息率 (%),净利润 3 年复合增长率 (%),营收 3 年复合增长率 (%),上市以来年化收益率 (%),预测净利润同比增长 (%),预测营收同比增长 (%),机构评级,每股收益预测
威海广泰,002111.SZ,专用设备,技术优势、空港设备龙头、产品品种优势、消防报警设备、与中国航空研究院开展战略合作、再中标有关北京大兴机场设备项目、中标5300万北京首都国际机场采购项目、消防车中标某军品采购、中标军品无人机某型靶机及部分配套设备,"公司简介:
    威海广泰空港设备股份有限公司(简称“威海广泰”,证券代码002111)由李光太先生公司介绍.jpg创办于1991年,位于山东省威海市,是一家集空港地面设备、消防装备、消防报警设备、军工产业、特种车辆、无人飞行器等产业于一体的多元化上市集团,是消防装备、消防报警设备、工业级智能无人飞行器研发、制造与服务的专业公司。威海广泰于2007年1月在深圳证券交易所上市,公司现已通过质量体系认证、环境体系认证等,是国家创新型企业、国家技术创新示范企业、商务部认定对外援助物资项目总承包企业,拥有“国家认定企业技术中心”、“国家空港地面设备工程技术研究中心”及“国家地方联合工程实验室”,设立博士后科研工作站。截止目前,公司已获得577项技术专利,其中75项发明专利、2项美国专利、1项欧洲专利,拥有国家级重点新产品16项,取得国家和省部级科技进步奖43个。
主营业务:
    各类航空地面设备的研究、开发和生产。
所属概念:
    军工,机构重仓,水利建设,通用航空,医疗器械,无人机,军民融合","按行业:
    航空产业: 52.76%
    消防产业: 42.54%
    其他行业: 4.70%
按产品:
    空港地面设备: 50.49%
    消防车及装备: 37.33%
    消防报警设备: 5.21%
    其他: 6.97%
按地区:
    军队: 33.81%
    机场: 21.49%
    消防部队: 18.21%
    其他: 26.49%",74.04 亿,估值较低,估值较低,估值较低,估值中等,估值较低,12.49,19.39,--,--,--,2021-04-30 00:00:00,0.45672433040810273,15.423679090743,16.2083734074,42.4999918879,2.046035805627,50.0793530682,18.0099139903,15.9557,39.2157600277,34.9079845686,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:1.400000 预测市盈率:14.005118
2022 | 预测每股收益:1.770000 预测市盈率:11.042497
2023 | 预测每股收益:2.270000 预测市盈率:8.609836"
煌上煌,002695.SZ,食品,酱卤肉制品业、品牌优势、产业化优势、产品工艺研发优势、生产布局贴近市场网络优势,"公司简介:
    江西煌上煌集团食品股份有限公司始创于1993年,由“南昌市皇上皇烤禽社”、“南昌市煌上煌烤禽总社”、“江西煌上煌烤卤有限公司”、“江西煌上煌集团食品有限公司”沿革发展而来。公司是一家以畜禽肉制品加工为主的食品加工企业,2012年9月5日成功在深交所挂牌上市,成为酱卤肉制品行业一股,企业从“小产品”做到了“大品牌”,迈入了快速发展的轨道。公司座落在小蓝经济开发区,拥有大型中式酱卤食品加工工业园和现代化的肉鸭屠宰加工厂区。公司信守“遵守国家法律、恪守行业道德、规范经营行为、执行国家标准、强化流程监控、保证质量安全”的质量管理理念,先后通过ISO9001:2008GB/T19001-2008质量管理体系认证和GB/T22000-2006/ISO22000:2005食品安全管理体系认证。
主营业务:
    酱卤肉制品及佐餐凉菜快捷消费食品的开发、生产和销售。
所属概念:
    融资融券,深股通,富时罗素,地摊经济,拼多多概念,社区团购","按行业:
    食品加工: 97.55%
    其他(补充): 2.45%
按产品:
    鲜货产品: 75.36%
    米制品业务: 17.83%
    包装产品: 3.13%
    其他: 3.68%
按地区:
    国内地区: 100.00%",97.28 亿,估值中等,估值中等,估值中等,估值较高,估值中等,12.48,18.97,--,--,--,2021-04-30 00:00:00,0.48555113849186826,28.037566162981,15.0909828581,18.3369649341,0.671487603306,26.0463811327,18.1349333052,12.5907,20.5734814214,21.9514682179,"3月内:增持
6月内:增持
1年内:增持","2021 | 预测每股收益:0.665333 预测市盈率:29.179296
2022 | 预测每股收益:0.822000 预测市盈率:23.516681
2023 | 预测每股收益:1.011429 预测市盈率:19.193101"
海得控制,002184.SZ,输变电设备,工业自动化控制、产品优势、技术优势、协同优势、智能制造研发,"公司简介:
    上海海得控制系统股份有限公司是国内工业信息化和自动化领域领先的并拥有自主核心技术的产品制造商和系统集成服务商;是上海市高新技术、“科技小巨人”、民营科技百强企业。是《电气时代》中国电气工业百强、自控及仪表行业20强企业;荣获“中国电气工业创新力10强”、“中国电气工业成长力10强”等称号;公司技术中心被市政府认定为“上海市企业技术中心”;“海得”商标荣获上海市著名商标称号。经过二十多年的发展,海得控制已经成长为名列前茅的国内工业自动化上市公司。
    海得控制遵循“协同聚焦”的发展战略,依托公司日趋完善的大功率电力电子、工业自动化与信息化研发平台,致力于风电新能源、装备智能化、工业信息网络、节能降耗等领域相关产品及技术的持续研发,通过不断打造工业智能化产品和提升系统解决方案能力,持续提高大功率电力电子产品的技术先进性,为广大工业用户提供拥有自主知识产权的工业信息化与智能化的控制产品、以自主技术为核心的集成技术服务、以行业应用解决方案为特征的系统工程业务和提供一站式电气自动化及信息化产品的综合配套服务。
主营业务:
    工业自动化领域的系统集成业务和产品分销业务。
所属概念:
    创投,智能电网,太阳能,长江三角,风能,智能机器,2025规划,人工智能,工业4.0,工业互联,边缘计算,数据中心","按行业:
    智能制造: 86.49%
    新能源: 13.51%
按产品:
    工业电气自动化业务: 58.39%
    工业信息化业务: 28.10%
    新能源业务: 13.51%
按地区:
    国内销售: 100.00%",39.98 亿,估值较低,估值中等,估值中等,估值中等,估值较低,12.43,16.7,--,--,--,2021-04-30 00:00:00,0.5527704260433897,142.207562315949,10.0622290471,46.2239817997,0.58651026393,106.0030007171,3.3755050877,8.375,14.9472485319,24.1649549601,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:0.610000 预测市盈率:27.956564
2022 | 预测每股收益:0.810000 预测市盈率:20.931581
2023 | 预测每股收益:0.000000 预测市盈率:0.000000"
壹网壹创,300792.SZ,营销服务,信息传输、软件和信息技术服务业、销售达成能力、引入流量、提升转化率、自愿锁定股份、股利分配、稳定股价措施,"公司简介:
    杭州壹网壹创科技股份有限公司(以下简称”公司“或”网创科技”)成立于2012年4月,系杭州网创品牌管理有限公司发起设立,是家专注于快速消 费品垂直领域的电子商务服务提供商,目前拥有员工1000余人,致力于成为中国服务能力名列前茅的领军服务运营商。公司的主营业务是为国内外知名快消品品牌提供全网各渠道电子商务服务。公司作为品牌方的重要战略合作伙伴, 从品牌形象塑造、产品设计策划、整合营销策划、视觉设计、大数据分析、线上品牌运营、精准广告投放、CRM 管理、售前售后服务、仓储物流等全链路为品牌提供线上服务,帮助各品牌方提升知名度与市场份额。目前公司已与宝洁集团、强生(中国)百雀羚集团、美国伊丽莎白雅顿公司、日本资生堂集团,韩国爱茉莉太平洋集团等世界五百强、国内知名企业合作并开展了长期、深入的电子商务合作。
主营业务:
    为国内外知名快消品品牌提供全网各渠道电子商务服务
所属概念:
    社保重仓,股权激励,预盈预增,电商概念,阿里概念,MSCI中国,创业板综,养老金,盲盒经济,化妆品概念","按行业:
暂无数据
按产品:
    品牌线上营销服务: 44.29%
    品牌线上管理服务: 32.94%
    线上分销: 22.20%
    其他(补充): 0.57%
按地区:
暂无数据",121.38 亿,估值较低,估值较低,估值较低,估值较低,估值较低,12.35,84.11,--,--,--,2021-04-28 00:00:00,0.6502676479132072,70.330758972969,4.3834755909,20.4814665973,0.660962549718,66.512539182,41.9456799271,147.8591,49.6952964737,8.2482690119,"3月内:买入
6月内:买入
1年内:买入","2020 | 预测每股收益:2.376222 预测市盈率:36.974796
2021 | 预测每股收益:3.336278 预测市盈率:26.278556
2022 | 预测每股收益:4.609222 预测市盈率:18.983975"
益丰药房,603939.SH,医药商业,药品零售行业、区域聚焦和稳健扩张的发展战略、成熟的代理品种模式和专业化顾客服务、不断完善的CRM会员管理系统、拟13.84亿元收购新兴药房86.31%股权、逾1.4亿元收购上海上虹大药房控股权,"公司简介:
    益丰大药房连锁股份有限公司是全国大型药品零售连锁企业, 创立以来,公司始终高举“平价、专业”大旗,秉承“一切以顾客价值为导向”的核心理念,坚持以顾客为中心进行商业模式的创新和变革,为顾客健康提供超值商品和专业服务。2001年6月,益丰大药房首创中南五省“开架自选,平价销售”平价药品超市模式,迅速走向湖南全省市场。2003年,公司改变供应链利益分配方式,说服厂商把巨额广告、营销和中间环节费用让利给顾客,创立顾客、益丰、厂商三方得利的“三得利”经营模式,迅速挺进中南华东,并取得在中南华东的市场领先地位。
主营业务:
    药品、保健品、医疗器械以及与健康相关的日用便利品等的连锁零售
所属概念:
    融资融券,送转预期,电商概念,上证380,沪股通,MSCI中国,互联医疗,富时罗素,标准普尔","按行业:
暂无数据
按产品:
    医药零售: 93.43%
    医药批发: 28.91%
    其他(补充): 2.62%
    分部间抵销: -24.96%
按地区:
暂无数据",479.26 亿,估值较高,估值较高,估值中等,估值较低,估值中等,12.35,86.67,--,--,--,2021-04-30 00:00:00,0.45705013642746245,41.158980150337,27.7164226427,53.3980462343,0.235993743216,34.4170141324,40.141627109,52.9674,38.0926998109,29.7670902373,"3月内:
6月内:买入
1年内:买入","2020 | 预测每股收益:1.434737 预测市盈率:64.150631
2021 | 预测每股收益:1.879474 预测市盈率:48.939834
2022 | 预测每股收益:2.451667 预测市盈率:37.698818"
醋化股份,603968.SH,化学制品,技术优势、产品优势、客户资源优势、企业影响力和地缘优势,"公司简介:
    南通醋酸化工股份有限公司(始创建于1959年的南通醋酸化工厂)是国家高新技术企业、国家火炬计划主要高新技术企业。公司拥有较强的技术创新及产业化能力,建有“江苏省企业技术中心”、“江苏省企业院士工作站”等研发机构,先后承担过“国家六.五、八.五攻关计划项目、“国家火炬计划项目”、“国家星火计划项目”等重大科研项目,拥有多项专利,并通过“产学研一体化”模式,与南京大学、湖南化工研究院等高等院校和科研院所建立了深度合作关系。  公司先后通过了IS09001质量管理体系、ISO14001环境管理体系、GB/T28001职业健康安全管理体系、ISO22000食品安全管理体系的认证。多个产品获得“国家主要新产品”等殊荣,“天柱牌”醋酸衍生物系列产品被评为“江苏省品牌产品”、“江苏省闻名商标”。  公司拥有自营出口权,属外向型出口企业,以个性化服务、双赢理念与国际国内众多企业、跨国公司有着密切的合作,以渠道与终端相结合的模式契合市场,形成稳定的客户群体和市场网络。  公司始终坚持“质量为上,用户至上,持续改进,不断提高”的经营宗旨,不断完善企业内部管理,提高竞争力,以科学发展为指导,走可持续发展之路。
主营业务:
    以醋酸衍生物、吡啶衍生物为主体的高端专用精细化学品的研发、生产和销售。
所属概念:
    代糖概念","按行业:
    食品饲料添加剂: 40.82%
    医药农药中间体: 22.25%
    颜(染)料中间体: 14.31%
    其他: 22.62%
按产品:
    食品饲料添加剂: 40.82%
    医药农药中间体: 22.25%
    颜(染)料中间体: 14.31%
    其他: 22.62%
按地区:
    国外: 50.90%
    国内: 48.33%
    其他(补充): 0.78%",34.39 亿,估值较低,估值较低,估值较低,估值较低,估值较低,11.94,16.82,--,--,--,2021-04-28 00:00:00,0.47528642039106395,25.090476961166,8.41289011,30.463056826,2.951593860685,14.3719532907,19.2904736018,12.0083,14.4696872938,5.9550919116,"3月内:
6月内:买入
1年内:买入","2020 | 预测每股收益:1.240000 预测市盈率:13.691270
2021 | 预测每股收益:1.530000 预测市盈率:11.031501
2022 | 预测每股收益:1.750000 预测市盈率:9.675674"
兴蓉环境,000598.SZ,水务,自来水供应行业、特许经营的政策优势、西部领先的规模优势、良好的品牌影响力、PPP项目、预中标9.56亿PPP项目、拟不超4.5亿元回购1.67%-3.35%股份,"公司简介:
    成都市兴蓉环境股份有限公司是中国大型水务环保综合服务商,主要从事自来水生产与供应、污水处理、中水利用、污泥处置、垃圾渗滤液处理和垃圾焚烧发电等业务,集投资、研发、设计、建设、运营于一体,拥有完善的产业链。公司以民生保障为己任、生态环境保护为目标,坚持可持续发展的理念,致力为客户提供先进的水务环保运营管理、废弃物处置、资源循环利用等综合解决方案。
    作为中国最具影响力的水务环保企业之一,公司拥有70年供水运营管理、30年污水处理运营管理经验,拥有3000余人的专业化运营团队,建立了行业领先的生产数据采集与监控系统、供水管网地理信息系统、管网水力模型系统。公司积极对标国际,所有生产厂均取得ISO9001、ISO14001、OHSAS18001资格认证,确保产品和服务符合国际和国家标准。公司将围绕5至10年奋力打造全球同行业知名企业的奋斗目标,抓住中国国企改革契机,全面稳步推进现代企业制度建设,确保供排水、环保项目安全运行,全力开拓新兴市场。
主营业务:
    自来水生产与供应、污水处理、中水利用、污泥处置、垃圾渗滤液处理和垃圾焚烧发电等业务
所属概念:
    节能环保,深成500,融资融券,举牌,中证500,一带一路,证金持股,PPP模式,深股通,富时罗素,垃圾分类,标准普尔","按行业:
    自来水供应: 53.36%
    污水处理服务: 29.48%
    环保行业: 13.16%
    其它: 4.00%
按产品:
    自来水制售: 37.24%
    污水处理服务: 29.48%
    供排水管网工程: 16.12%
    其他: 17.16%
按地区:
    西南地区: 92.96%
    西北地区: 4.16%
    其他地区: 2.88%",153.49 亿,估值较低,估值较低,估值较低,估值较低,估值较低,11.04,5.14,--,--,--,2021-04-28 00:00:00,0.4507564126314053,20.077991798719,11.0084037446,57.4367513683,1.97628458498,13.172611805,12.9086670478,12.1526,10.4879725502,15.6913416587,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:0.480000 预测市盈率:10.532895
2022 | 预测每股收益:0.540000 预测市盈率:9.364958
2023 | 预测每股收益:0.623333 预测市盈率:8.120074"
精工钢构,600496.SH,钢结构,绿色集成建筑行业、集成服务优势、业务协同优势、技术优势、国内钢结构龙头企业、子公司中标11.28亿元装配式建筑项目、联合中标23.5亿元工程EPC项目、联合中标逾6亿元EPC总承包项目、董事长提议拟5000万元至3亿元回购股份,"公司简介:
    长江精工钢结构(集团)股份有限公司(证券代码:600496.SH)成立于1999 年,是一家集国际、国内大型建筑钢结构、钢结构建筑及金属屋面墙面等的设计、研发、销售、制造、施工于一体的大型上市集团公司,在全国钢结构行业排名中连续六年蝉联。
主营业务:
    钢结构建筑提供设计、采购、加工、施工、运营维护等服务。
所属概念:
    参股银行,预盈预增,证金持股,雄安新区,数据中心,装配建筑,光伏建筑一体化","按行业:
    钢结构行业: 76.93%
    集成及EPC: 20.75%
    其他(补充): 1.31%
    其他: 1.01%
按产品:
    工业建筑: 49.28%
    EPC: 20.10%
    公共建筑: 15.09%
    其他: 15.53%
按地区:
    华东地区: 54.79%
    华南地区: 11.15%
    华中地区: 7.01%
    其他: 27.04%",101.05 亿,估值较低,估值较低,估值中等,估值中等,估值较低,11.03,5.02,--,--,--,2021-04-28 00:00:00,0.46077779291142185,60.694639620438,12.1985152302,56.7216698916,0.60120240481,118.625663791,20.6883570598,14.0176,24.0923145957,22.3358808233,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:0.402353 预测市盈率:12.488856
2022 | 预测每股收益:0.499412 预测市盈率:10.062557
2023 | 预测每股收益:0.617857 预测市盈率:8.025438"
金海高科,603311.SH,通用设备,家用电器行业、技术研发优势、工艺水平优势、客户资源优势、税收优惠,"公司简介:
    浙江金海高科股份有限公司(证券代码:603311)成立于1992年,是全球知名的高性能过滤材料的专业生产企业、国家重点高新技术企业、国家火炬计划和星火计划的承担单位,是中国制冷空调工业协会常务理事单位、亚洲非织材料协会(ANFA)理事单位、中国空气净化联盟副理事长单位。公司主要产品为高性能过滤材料、过滤网、空气净化过滤器、新风系统过滤器、汽车空调过滤器、轨道交通空调过滤器、油烟过滤器、换气扇过滤器、OA过滤器、空调风轮和全热交换器及杀灭流感和病毒的空气净化器、车载净化器等。公司通过了ISO9001、ISO14001、ISO50001、ISO/TS16949等认证,并获得美国UL、美国ETL、欧盟CE等认证。 公司致力于环保行业,研发、制造、销售高性能过滤材料(过滤效率可达99.97%以上)和功能性过滤材料(病毒杀灭、强力除臭、除甲醛、驱蚊驱蝇等),有效去除PM2.5、花粉,适用于空气净化器、家用/商用/中央空调,新风净化系统、汽车/火车/飞机/船舶空调等空气净化系统。 公司在浙江、珠海、苏州、泰国设立工厂,在日本设立株式会社,在四川、山东、武汉等地设立办事处,同时在日本、印度、东南亚、韩国、美国、土耳其、以色列、沙特、英国、比利时、捷克、巴西、墨西哥、澳大利亚等国家和地区建立了销售网络,与家用、商用、中央空调及汽车制造企业建立了长期的合作关系。 公司目前拥有省级环保材料企业研究院、博士后工作站、省级企业技术中心,先后承担了“高中效空气过滤器”、“MBP-PPK抗菌防霉过滤网”、“儿茶素空气过滤网、“交点粘结高密度功能性空气过滤网”、“免清洗净化抗菌导电高密度空气过滤网”等国家星火计划、国家火炬计划、国家创新基金项目,承担了“PM2.5空气过滤器的关键技术研究与应用”浙江省重大社会发展项目,以及“负离子空气过滤网”、“冷触媒蜂窝过滤网”、“PET高效率空气过滤网”、“抗菌净化空气过滤器”、“空调新风系统用PM2.5空气过滤器”、“空调新风系统用SO2/NO2脱臭过滤器”等20余项省级科研项目,驱蚊过滤材料经中国疾病预防控制中心寄生虫预防控制所检测确认有很好的驱蚊效果。 目前公司拥有合计54项专利技术,其中22项为发明专利,参与制定的6项国家标准、11项行业标准和20项团体标准已经颁布实施。 公司检测中心获得中国合格评定国家认可委员会(CNAS)实验室认可证书,可以对过滤材料、过滤网、过滤器、空气净化机等产品项目开展检测和试验。 公司自2008年起连续被浙江省认定为高新技术企业;被科学技术部认定为国家火炬计划重点高新技术企业(2004年起取得);此外,还被认定为浙江省绿色企业(清洁生产先进企业)、浙江省创新型示范企业、浙江省专利示范企业、浙江省标准创新型企业、浙江省省级企业研究院。 公司经营范围:研究、开发、生产及销售过滤材料、过滤网及网板、过滤器、热交换器、加湿器、除湿器、空气清新机、塑料制品及组件、模具、特种劳动防护用品、卫生用品和一次性使用医疗用品、用于传染病防治的消毒产品、第一类医疗器械、第二类医疗器械,从事货物及技术的进出口业务。 从经营范围可以说明,高效的功能性过滤材料不仅应用在空气净化系统产品中,通过功能拓展,还可应用在医疗防护用品中。
主营业务:
    高性能过滤材料、功能性过滤材料、功能性过滤网及各类过滤器等产品
所属概念:
    节能环保,口罩","按行业:
    空气过滤器: 56.29%
    空调风轮及周边产品: 35.51%
    其他(补充): 0.45%
    其他: 7.75%
按产品:
    空气过滤网及网板: 47.58%
    空调风轮及周边产品: 35.51%
    过滤器: 8.72%
    其他: 8.20%
按地区:
    国外: 53.08%
    国内: 46.47%
    其他(补充): 0.45%",23.60 亿,估值较低,估值较低,估值较低,估值较低,估值较低,10.97,11.24,--,--,--,2021-04-28 00:00:00,0.5311889447836434,16.526329080423,6.859514663,30.0952412583,1.376936316695,5.100092016,9.9190722852,15.1614,14.8347326663,17.9332101968,"3月内:
6月内:增持
1年内:增持","2021 | 预测每股收益:0.656667 预测市盈率:17.689873
2022 | 预测每股收益:0.870000 预测市盈率:13.375356
2023 | 预测每股收益:0.000000 预测市盈率:0.000000"
北部湾港,000582.SZ,港口航运,港口行业、综合优势、港口物流、海上丝路邮轮航线、中西南与东盟物联网络、整体上市、泊位粮食输送改造工程、控股股东提议公司以1.5亿-3亿元回购股份,"公司简介:
    北部湾港股份有限公司成立于1989年,原名为北海新力实业股份有限公司,1993年北海港务局以全部经营性资产入股公司,自此公司转型主营港口行业,1995年公司股票在深圳证券交易所挂牌上市,是广西领先的上市公司之一(证券代码:000582)。为贯彻执行广西壮族自治区实施北部湾港口整合的重大战略,广西北部湾国际港务集团于2009年10月通过无偿划转北海市政府持有公司的控股股权,成为公司控股股东。2013年12月,公司实施重大资产重组,向广西北部湾国际港务集团发行股份6.9亿股购买其所属防城港、钦州港、北海铁山港等40个码头泊位51.8亿元的资产,实现了北部湾三港整体上市,并更名为北部湾港股份有限公司,成为广西市值领先的上市公司。2015年6月,荣获中国上市公司综合百强奖。截至2016年底,公司总资产约123亿元,总股本约9.54亿股,总市值超过150亿元。
    公司是广西北部湾港的运营商,港口区域包括防城港区、钦州港区、北海港区。公司运营管理的广西北部湾港地处华南、西南和东盟经济圈结合部,是我国沿海24个主要港口之一和“一带一路”海陆衔接的重要门户港,是我国内陆腹地进入中南半岛东盟国家最便捷的出海通道,具有大型、深水、专业化码头群的规模优势,装卸作业货类涵盖交通部对沿海港口分类货物吞吐量统计所列的17类货物,与100多个国家和地区的250多个港口有贸易往来。截至2017年1月底,拥有及管理泊位83个,其中生产性泊位79个,万吨级以上泊位61个,10万吨级以上泊位24个,年吞吐能力超过2亿吨,集装箱年通过能力468万标箱。
    根据习近平总书记对广西发展做出“加快构建面向东盟的国际大通道,打造西南中南地区开放发展新的战略支点,形成21世纪海上丝绸之路与丝绸之路经济带有机衔接的重要门户”三大新定位,公司将紧紧抓住“一带一路”重要历史机遇,深入实施“一轴两翼”战略,适应新常态,展现新作为,争创新业绩,深化改革创新,加快转型升级,释放“海”的优势,做足“通”的文章,形成“群”的合力,加快构建联通西南内陆、辐射东南亚的区域综合性枢纽港和集装箱干线港,努力打造成为全国沿海标杆性港口企业,为促进区域经济社会又好又快发展作出新的更大贡献!
主营业务:
    港口码头的建设、装卸管理及服务、交通运输、外轮代理、外轮理货等。
所属概念:
    深成500,一带一路,深股通,富时罗素,标准普尔,RCEP概念","按行业:
    港口板块: 100.00%
按产品:
    装卸堆存收入: 90.03%
    拖轮及港务管理收入: 8.09%
    其他(补充): 0.97%
    其他: 0.91%
按地区:
    国内: 100.00%",164.56 亿,估值较低,估值较低,估值较低,估值较低,估值较低,10.9,10.07,--,--,--,2021-04-27 00:00:00,0.4938116881401616,9.292700259588,11.8987122911,38.0234486984,1.793635486982,21.8158798979,13.0536488532,15.8945,26.1053071254,13.7049429637,"3月内:增持
6月内:增持
1年内:增持","2021 | 预测每股收益:0.830000 预测市盈率:12.492846
2022 | 预测每股收益:0.995000 预测市盈率:10.441495
2023 | 预测每股收益:1.170000 预测市盈率:8.888825"
宏大爆破,002683.SZ,专用设备,竞争领域优势、服务模式优势、商业模式创新优势、子公司新华都工程、子公司涟邵建工、子公司鞍钢爆破、子公司拟1.1亿元参设广业海砂、子公司获3.58亿元传统防务装备合同、拟投13.28亿研制外贸型导弹武器系统HD-1项目,"公司简介:
    广东宏大爆破股份有限公司创建于1988年,是广东省国资委下属广东省广业集团有限公司控股企业,是露天矿山采剥服务上市企业,是国内爆破技术先进、采剥能力强、矿山工程服务项目齐全的矿山民爆一体化服务商之一。公司拥有国家住建部核发的矿山工程施工总承包一级、爆破与拆除工程专业承包一级、土石方工程专业承包一级、隧道工程专业承包一级资质,拥有境外工程承包经营权,合计拥有年产25.6万吨工业炸药、4500万发导爆管雷管,2000万发工业电雷管以及300万发数码电子雷管许可产能。
主营业务:
    民爆器材产品(含现场混装)、矿山基建剥离、整体爆破方案设计、爆破开采、矿物分装与运输等服务。
所属概念:
    军工,深成500,融资融券,中证500,深股通,军民融合,MSCI中国,富时罗素,标准普尔","按行业:
    露天矿山开采: 56.70%
    民爆器材销售: 20.30%
    地下矿山开采: 13.89%
    其他: 9.10%
按产品:
    矿山开采: 70.60%
    民爆器材销售: 20.30%
    防务装备: 8.03%
    其他: 1.07%
按地区:
    东北地区: 25.27%
    华南地区: 21.77%
    华北地区: 18.78%
    其他: 34.18%",228.05 亿,估值中等,估值较高,估值较高,估值中等,估值中等,10.9,30.43,--,--,--,2021-04-24 00:00:00,0.43988810429101527,31.611030356184,8.3431423605,44.0288206929,0.712666018788,35.4050893236,17.0751105538,22.477,40.2806859011,33.8981903867,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:0.780000 预测市盈率:40.844552
2022 | 预测每股收益:1.096000 预测市盈率:28.845828
2023 | 预测每股收益:1.640000 预测市盈率:18.793139"
智飞生物,300122.SZ,生物医药,疫苗行业、技术研发能力、市场营销能力、品牌影响力、子公司、AC-Hib三联疫苗、百白破疫苗临床申请获得受理、锁定默沙东九价HPV疫苗代理权、重组结核杆菌融合蛋白申请新药生产注册获得受理、五价轮状疫苗获得批签发证明、与默沙东签署HPV疫苗相关协议、肠道病毒71型灭活疫苗获得临床试验通知书、诺如病毒疫苗临床申请获得受理,"公司简介:
    重庆智飞生物制品股份有限公司(简称“智飞”或“智飞生物”)2002年投入生物制品行业,注册资金16亿元,现有员工2000余人,资产48亿元,2010年9月在深交所挂牌上市(股票代码:300122),成为在创业板上市的民营疫苗企业,旗下四家全资子公司及一家参股子公司,其中北京智飞绿竹生物制药有限公司(简称“北京智飞绿竹”)及安徽智飞龙科马生物制药有限公司(简称“安徽智飞龙科马”)为高新技术企业。智飞生物系一家集疫苗研发、生产、销售、配送及进出口为一体的生物高科技企业,主营的人用疫苗为国家七大战略性新兴产业,发展前景广阔。现在售产品包括AC 群脑膜炎球菌 (结合)b型流感嗜血杆菌(结合)联合疫苗(喜贝康)、b型流感嗜血杆菌结合疫苗(喜菲贝)、A、C、Y、W135群脑膜炎球菌多糖疫苗(盟威克)、注射用母牛分枝杆菌(微卡)、A群C群脑膜炎球菌多糖结合疫苗(盟纳康)等自主产品及统一销售默沙东授权的23价肺炎球菌多糖疫苗、甲型肝炎灭活疫苗(人二倍体细胞)、四价人乳头瘤病毒疫苗(酿酒酵母)、九价人乳头瘤病毒疫苗(酿酒酵母)、口服五价重配轮状病毒减毒活疫苗(Vero细胞)等所有进口疫苗。
主营业务:
    疫苗、生物制品的研发、生产和销售。
所属概念:
    HS300_,基金重仓,生物疫苗,深成500,融资融券,创业成份,病毒防治,独家药品,健康中国,深股通,精准医疗,MSCI中国,创业板综,深证100R,富时罗素,疫苗冷链","按行业:
    生物制品: 99.77%
    服务费收入: 0.23%
按产品:
    代理产品-非免疫规划疫苗: 91.87%
    非免疫规划疫苗: 7.89%
    服务费收入: 0.23%
    治疗性生物制品: 0.02%
按地区:
    华东: 34.18%
    华南: 16.04%
    华中: 15.78%
    其他: 34.00%",3100.80 亿,估值中等,估值较高,估值中等,估值较低,估值中等,10.76,193.8,2724.855148592435,true,2531.0551485924348,2021-04-20 00:00:00,0.48442742581459575,81.68971747219,49.0397810888,46.3639146549,0.255440890978,96.928844728,124.4970211713,34.9212,57.149608458,43.7533435499,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:3.246750 预测市盈率:60.366743
2022 | 预测每股收益:4.164969 预测市盈率:47.005456
2023 | 预测每股收益:5.024261 预测市盈率:39.069937"
